period,period_start,period_end,level,id,title,repos,merged_prs,noise_prs,integration_prs,ticket_count,dev_time_median_h,dev_time_p85_h,queue_median_h,queue_p85_h,queue_samples,tickets_reached_main_pct,tickets_via_team,tickets_on_main,tickets_multi_repo,multi_repo_pct,unjoined_ticket_pct,cycle_time_median_h,cycle_time_p85_h,cycle_time_samples,cycle_to_team_median_h,cycle_to_team_p85_h,cycle_to_team_samples,cycle_to_main_median_h,cycle_to_main_p85_h,cycle_to_main_samples,direct_to_main_pct,delivery_model,trunk_based_repos,time_to_main_median_h,time_to_main_p85_h,time_to_main_samples,time_to_main_coverage_pct,reached_main_pct,in_flight_changes,in_flight_pct,in_flight_median_age_h,in_flight_p85_age_h,on_main_undated,branch_deleted,time_to_main_unknown,lead_time_median_d,lead_time_p85_d,release_wait_median_d,shipped_changes,lead_samples,shipped_estimated_dates,shipped_untraceable,change_failure_rate_pct,corrective_changes,deployments,failed_deployments,cfr_source,defect_escape_rate_pct,escaped_defects,caught_defects,der_source,generated_at
2026-07,2026-07-01,2026-08-01,repo,cpp-context-prosecution-casefile-dlrm,cpp-context-prosecution-casefile-dlrm,1,4,0,2,4,16.2,61.7,,,0,0.0,4,0,0,0.0,0.0,16.2,61.7,4,16.2,61.7,4,,,0,0.0,team-branch,0,,,0,0.0,0.0,4,100.0,1031.9,1291.8,0,0,0,36.1,36.1,10.3,1,1,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-context-prosecution-documentqueue,cpp-context-prosecution-documentqueue,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-context-reference-data,cpp-context-reference-data,1,7,1,5,7,676.3,2556.8,,,0,0.0,5,0,4,57.1,28.6,51.1,716.7,7,51.1,469.7,5,542.8,919.2,2,28.6,team-branch,0,542.8,919.2,2,28.6,28.6,5,71.4,888.2,1788.7,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,1,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-context-referencedata-offences,cpp-context-referencedata-offences,1,7,0,5,6,524.7,2559.0,,,0,25.0,4,1,3,50.0,16.7,184.0,509.2,7,184.0,488.6,5,285.5,484.7,2,28.6,team-branch,0,285.5,484.7,2,28.6,57.1,3,42.9,1347.8,1715.1,2,0,0,,,10.2,1,0,0,1,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-context-resulting,cpp-context-resulting,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-context-results,cpp-context-results,1,8,0,4,8,148.9,2456.4,,,0,0.0,6,0,3,37.5,50.0,8.9,269.0,8,15.0,285.4,7,1.5,1.5,1,12.5,team-branch,0,1.5,1.5,1,12.5,12.5,7,87.5,1219.5,1524.6,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-context-sjp,cpp-context-sjp,1,12,0,2,8,53.9,2443.3,,,0,0.0,5,0,5,62.5,12.5,3.5,21.7,12,3.5,24.0,10,4.2,6.6,2,16.7,team-branch,0,4.2,6.6,2,16.7,16.7,10,83.3,1235.5,1375.8,0,0,0,40.4,40.4,9.1,1,1,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-context-staging,cpp-context-staging,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-context-staging-bulkscan,cpp-context-staging-bulkscan,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-context-staging-darts,cpp-context-staging-darts,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-context-staging-dcs,cpp-context-staging-dcs,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-context-staging-dvla,cpp-context-staging-dvla,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-context-staging-enforcement,cpp-context-staging-enforcement,1,3,0,1,3,0.9,1.3,,,0,0.0,3,0,0,0.0,100.0,0.9,1.3,3,0.9,1.3,3,,,0,0.0,team-branch,0,,,0,0.0,0.0,3,100.0,1008.2,1009.7,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-context-staging-pnld-offences,cpp-context-staging-pnld-offences,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,unclassified,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-context-staging-prosecutors,cpp-context-staging-prosecutors,1,5,0,2,4,39.0,1426.3,,,0,0.0,3,0,3,75.0,25.0,1.1,6.8,5,0.7,8.6,4,1.5,1.5,1,20.0,team-branch,0,1.5,1.5,1,20.0,20.0,4,80.0,1235.2,1244.9,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-context-staging-prosecutors-civil,cpp-context-staging-prosecutors-civil,1,17,0,3,13,112.2,2164.5,,,0,0.0,12,0,4,30.8,15.4,13.3,205.3,17,18.1,208.2,16,2.9,2.9,1,5.9,team-branch,0,2.9,2.9,1,5.9,5.9,16,94.1,1233.1,1576.7,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-context-staging-prosecutors-spi,cpp-context-staging-prosecutors-spi,1,4,0,0,1,455.9,455.9,,,0,0.0,1,0,0,0.0,0.0,1.5,210.0,4,1.5,210.0,4,,,0,0.0,team-branch,0,,,0,0.0,0.0,4,100.0,1010.0,1220.6,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-context-staging-pubhub,cpp-context-staging-pubhub,1,3,0,1,1,328.9,328.9,,,0,0.0,1,0,0,0.0,0.0,0.6,211.3,3,0.6,211.3,3,,,0,0.0,unclassified,0,,,0,0.0,0.0,3,100.0,1397.4,1624.5,0,0,0,11.4,11.4,10.1,1,1,0,0,33.3,1,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-context-stagingdlrm,cpp-context-stagingdlrm,1,6,0,2,6,18.9,21.6,,,0,0.0,6,0,0,0.0,33.3,18.9,21.6,6,18.9,21.6,6,,,0,0.0,team-branch,0,,,0,0.0,0.0,6,100.0,985.9,1142.1,0,0,0,37.2,37.2,10.3,1,1,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-context-subscriptions,cpp-context-subscriptions,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-context-support,cpp-context-support,1,1,0,0,1,2.2,2.2,,,0,0.0,1,0,0,0.0,100.0,2.2,2.2,1,2.2,2.2,1,,,0,0.0,team-branch,0,,,0,0.0,0.0,1,100.0,864.3,864.3,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-context-system-announcement,cpp-context-system-announcement,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-context-system-doc-generator,cpp-context-system-doc-generator,1,32,1,4,23,12.1,1243.7,,,0,0.0,19,0,9,39.1,21.7,1.0,46.4,32,0.8,17.1,29,3.4,1043.3,3,9.4,team-branch,0,3.4,1043.3,3,9.4,9.4,29,90.6,1270.8,1554.1,0,0,0,,,9.3,1,0,0,1,3.1,1,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-context-system-id-mapper,cpp-context-system-id-mapper,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-context-system-scheduling,cpp-context-system-scheduling,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-context-unifiedsearch-query,cpp-context-unifiedsearch-query,1,3,0,0,3,4074.5,4074.5,,,0,0.0,3,0,3,100.0,0.0,1678.3,3354.4,3,1678.3,3354.4,3,,,0,0.0,team-branch,0,,,0,0.0,0.0,3,100.0,3073.8,4363.9,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-context-users-groups,cpp-context-users-groups,1,2,0,1,2,2.4,4.0,,,0,0.0,2,0,0,0.0,100.0,2.4,4.0,2,2.4,4.0,2,,,0,0.0,team-branch,0,,,0,0.0,0.0,2,100.0,1476.8,1516.8,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-context-work-management-proxy,cpp-context-work-management-proxy,1,1,1,0,1,0.2,0.2,,,0,0.0,1,0,0,0.0,100.0,0.2,0.2,1,0.2,0.2,1,,,0,0.0,team-branch,0,,,0,0.0,0.0,1,100.0,1532.5,1532.5,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-ui-ai-intelligence,cpp-ui-ai-intelligence,1,1,0,1,1,2883.5,2883.5,,,1,100.0,1,1,0,0.0,0.0,2883.5,2883.5,1,2883.5,2883.5,1,,,0,0.0,team-branch,0,3436.0,3436.0,1,100.0,100.0,0,0.0,,,0,0,0,197.0,197.0,9.3,1,1,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-ui-audit-reports,cpp-ui-audit-reports,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-ui-bulkscan,cpp-ui-bulkscan,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,unclassified,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-ui-case-management,cpp-ui-case-management,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-ui-courtscheduler,cpp-ui-courtscheduler,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,unclassified,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-ui-defence,cpp-ui-defence,1,0,0,1,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-ui-external-services,cpp-ui-external-services,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,unclassified,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-ui-hearing,cpp-ui-hearing,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-ui-home,cpp-ui-home,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-ui-listing,cpp-ui-listing,1,3,0,2,3,0.7,0.9,,,0,0.0,2,0,0,0.0,33.3,0.7,0.9,3,0.4,0.6,2,,,0,0.0,team-branch,0,,,0,0.0,0.0,3,100.0,832.6,833.1,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-ui-managepermissions,cpp-ui-managepermissions,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,unclassified,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-ui-opami,cpp-ui-opami,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-ui-prosecution-casefile,cpp-ui-prosecution-casefile,1,21,3,10,26,1.7,169.8,,,0,5.0,20,1,1,3.8,3.8,1.2,96.5,21,1.2,89.0,15,2.2,763.7,6,28.6,team-branch,0,2.2,763.7,6,28.6,33.3,14,66.7,1213.9,1539.8,1,0,0,16.4,16.4,9.7,4,1,0,3,9.5,2,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-ui-prosecutor,cpp-ui-prosecutor,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-ui-sjp,cpp-ui-sjp,1,2,1,0,2,1.8,2.7,,,0,,0,0,0,0.0,0.0,1.8,2.7,2,,,0,1.8,2.7,2,100.0,team-branch,0,1.8,2.7,2,100.0,100.0,0,0.0,,,0,0,0,,,10.1,2,0,0,2,50.0,1,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-ui-subscriptions,cpp-ui-subscriptions,1,1,0,0,1,17.2,17.2,,,0,0.0,1,0,0,0.0,0.0,17.2,17.2,1,17.2,17.2,1,,,0,0.0,team-branch,0,,,0,0.0,0.0,1,100.0,1558.2,1558.2,0,0,0,,,,0,0,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,cpp-ui-work-management,cpp-ui-work-management,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,service-cp-caseadmin-case-urn-mapper,service-cp-caseadmin-case-urn-mapper,1,0,2,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,trunk-based,1,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,service-cp-crime-prosecution-case-details,service-cp-crime-prosecution-case-details,1,0,4,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,trunk-based,1,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,service-cp-crime-scheduleandlist-courtschedule,service-cp-crime-scheduleandlist-courtschedule,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,trunk-based,1,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-07,2026-07-01,2026-08-01,repo,service-cp-refdata-courthearing-courthouses,service-cp-refdata-courthearing-courthouses,1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,trunk-based,1,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:05Z
2026-08,2026-08-01,2026-09-01,area,Case Administration,Case Administration,25,96,32,22,64,44.1,234.5,,,0,0.0,59,0,14,21.9,14.1,6.3,74.1,96,6.5,99.2,82,6.5,42.1,13,13.7,mixed,3,6.5,42.1,13,13.5,13.5,83,86.5,505.5,722.4,0,0,0,78.2,100.4,9.3,14,4,0,10,6.2,6,,,github-corrective-prs,,0,3,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:06Z
2026-08,2026-08-01,2026-09-01,area,Case Ingestion,Case Ingestion,6,18,1,1,11,76.7,311.0,,,0,0.0,9,0,4,36.4,0.0,1.6,114.3,18,0.9,159.1,16,8.2,12.1,2,11.1,team-branch,0,8.2,12.1,2,11.1,11.1,16,88.9,336.1,572.3,0,0,0,10.9,10.9,9.2,5,1,0,4,5.6,1,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:06Z
2026-08,2026-08-01,2026-09-01,area,Court Hearing,Court Hearing,12,58,8,17,53,7.2,111.3,,,0,0.0,44,0,6,11.3,47.2,1.7,40.9,58,1.2,47.8,43,3.2,40.6,15,25.9,team-branch,0,3.2,40.6,15,25.9,25.9,43,74.1,557.0,746.7,0,0,0,9.2,37.5,8.6,16,8,0,8,3.4,2,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:06Z
2026-08,2026-08-01,2026-09-01,area,DLRM,DLRM,2,27,0,0,17,69.5,207.7,,,0,0.0,17,0,0,0.0,23.5,15.4,92.1,27,15.4,92.1,27,,,0,0.0,team-branch,0,,,0,0.0,0.0,27,100.0,551.0,610.7,0,0,0,,,,0,0,0,0,3.7,1,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:06Z
2026-08,2026-08-01,2026-09-01,area,Management Information System,Management Information System,6,22,6,2,10,15.1,180.7,,,0,0.0,8,0,3,30.0,10.0,3.7,100.1,22,3.7,99.9,18,13.0,857.2,4,18.2,mixed,1,143.9,585.8,6,27.3,27.3,16,72.7,548.7,732.6,0,0,0,,,12.0,1,0,0,1,4.5,1,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:06Z
2026-08,2026-08-01,2026-09-01,area,Platform Engineering,Platform Engineering,17,19,14,11,18,1.8,30.4,,,0,0.0,15,0,3,16.7,50.0,1.0,9.5,19,0.9,3.1,15,23.6,35.3,3,16.7,mixed,1,23.6,35.3,3,15.8,15.8,16,84.2,639.0,736.5,0,0,0,71.3,100.6,9.3,8,5,0,3,10.5,2,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:06Z
2026-08,2026-08-01,2026-09-01,area,Scheduling & Listing System,Scheduling & Listing System,7,51,5,8,41,2.8,58.4,,,0,2.6,39,1,6,14.6,26.8,1.4,41.3,51,1.3,34.5,49,437.9,742.3,2,3.9,mixed,1,437.9,742.3,2,3.9,7.8,47,92.2,600.3,750.2,2,0,0,28.4,41.8,9.2,6,5,0,1,5.9,3,,,github-corrective-prs,,0,3,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:06Z
2026-08,2026-08-01,2026-09-01,model,unclassified,Too few changes to classify,9,6,3,1,3,0.2,17.5,,,0,0.0,1,0,1,33.3,33.3,2.8,23.3,6,0.1,0.1,1,3.0,23.4,5,83.3,unclassified,0,3.0,23.4,5,83.3,83.3,1,16.7,714.9,714.9,0,0,0,,,,0,0,0,0,66.7,4,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:08Z
2026-08,2026-08-01,2026-09-01,model,trunk-based,"Trunk-based, no integration branch",6,0,8,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,trunk-based,6,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:08Z
2026-08,2026-08-01,2026-09-01,model,team-branch,Via an integration branch,60,285,55,60,197,15.4,192.0,,,0,0.5,182,1,21,10.7,29.4,3.1,71.1,285,2.8,71.9,249,10.2,42.0,34,12.0,team-branch,0,18.7,42.6,36,12.6,13.3,247,86.7,546.2,743.5,2,0,0,34.4,79.8,9.2,50,23,0,27,4.2,12,,,github-corrective-prs,,0,6,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:08Z
2026-08,2026-08-01,2026-09-01,product,advocate-portal,Advocate Portal,2,2,1,0,2,118.9,202.1,,,0,0.0,2,0,0,0.0,50.0,118.9,202.1,2,118.9,202.1,2,,,0,0.0,team-branch,0,,,0,0.0,0.0,2,100.0,670.0,738.0,0,0,0,82.2,82.2,9.2,1,1,0,0,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:07Z
2026-08,2026-08-01,2026-09-01,product,audit-system,Audit System,3,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,mixed,1,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:07Z
2026-08,2026-08-01,2026-09-01,product,case-document-knowledge-system,Case Document Knowledge,3,10,1,1,9,24.9,71.1,,,0,0.0,8,0,1,11.1,0.0,10.7,21.6,10,14.2,22.6,9,3.7,3.7,1,10.0,mixed,1,3.7,3.7,1,10.0,10.0,9,90.0,671.0,744.4,0,0,0,34.4,34.4,11.2,1,1,0,0,10.0,1,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:07Z
2026-08,2026-08-01,2026-09-01,product,case-management-system,Case Management System,17,79,24,21,53,50.2,232.3,,,0,0.0,48,0,14,26.4,15.1,6.0,80.2,79,6.0,106.8,67,6.5,42.3,11,14.1,mixed,2,6.5,42.3,11,13.9,13.9,68,86.1,409.3,691.7,0,0,0,94.7,109.1,9.2,12,2,0,10,5.1,4,,,github-corrective-prs,,0,3,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:07Z
2026-08,2026-08-01,2026-09-01,product,cpci,Common Platform Civil Interface (CPCI),1,14,0,1,6,213.6,405.4,,,0,0.0,6,0,3,50.0,0.0,0.9,54.7,14,0.9,54.7,14,,,0,0.0,team-branch,0,,,0,0.0,0.0,14,100.0,254.0,588.3,0,0,0,,,9.2,1,0,0,1,0.0,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:07Z
2026-08,2026-08-01,2026-09-01,product,cppi,Common Platform Prosecutor Interface (CPPI),1,0,0,0,0,,,,,0,,0,0,0,,,,,0,,,0,,,0,,team-branch,0,,,0,,,0,,,,0,0,0,,,8.1,3,0,0,3,,0,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:07Z
2026-08,2026-08-01,2026-09-01,product,cp-user-interface,Common Platform User Interface,1,5,1,1,5,0.2,107.2,,,0,0.0,3,0,2,40.0,0.0,0.2,1.5,5,0.2,0.2,3,3.5,3.5,1,25.0,team-branch,0,3.5,3.5,1,20.0,20.0,4,80.0,736.5,736.6,0,0,0,,,,0,0,0,0,20.0,1,,,github-corrective-prs,,0,0,unavailable (no GitHub issues — needs Jira),2026-09-04T13:25:07Z
